:START_ID(Job-ID),:END_ID(Skill-ID),:TYPE
job_05360c01c2884c0f,skill_65f494d7620010ed,REQUIRES_SKILL
job_05360c01c2884c0f,skill_e669adad1710646d,REQUIRES_SKILL
job_0f21fcc344e370fe,skill_ee50e18d97e379b7,REQUIRES_SKILL
job_0f21fcc344e370fe,skill_e69c75a5bc6ad65c,REQUIRES_SKILL
job_0f21fcc344e370fe,skill_96a8e53df5c038d0,REQUIRES_SKILL
job_0f21fcc344e370fe,skill_f9a076c0c45d3625,REQUIRES_SKILL
job_0f21fcc344e370fe,skill_f7ccd7336f1d1b7c,REQUIRES_SKILL
job_7f69d84724c9c614,skill_4147e3acf2d92355,REQUIRES_SKILL
job_7f69d84724c9c614,skill_5fbcd05a9852d3c3,REQUIRES_SKILL
job_7f69d84724c9c614,skill_acf622e266433d4e,REQUIRES_SKILL
job_7f69d84724c9c614,skill_3cb9d9ee23e600c7,REQUIRES_SKILL
job_7f69d84724c9c614,skill_2cd6de418990d233,REQUIRES_SKILL
job_7f69d84724c9c614,skill_749cec120cd1c562,REQUIRES_SKILL
job_7f69d84724c9c614,skill_6450d84327e5a11b,REQUIRES_SKILL
job_7f69d84724c9c614,skill_45d46ad21249b32b,REQUIRES_SKILL
job_7f69d84724c9c614,skill_6bb37733de2a0882,REQUIRES_SKILL
job_7f69d84724c9c614,skill_0c62fd6190387a92,REQUIRES_SKILL
job_7f69d84724c9c614,skill_631e479d61e036a8,REQUIRES_SKILL
job_7f69d84724c9c614,skill_4ba86c2968c9bd70,REQUIRES_SKILL
job_7f69d84724c9c614,skill_9d275110c32f88e2,REQUIRES_SKILL
job_9fa52e0a2da60a36,skill_3f49aa981dc8c02f,REQUIRES_SKILL
job_9fa52e0a2da60a36,skill_737b29873d1f6da6,REQUIRES_SKILL
job_9fa52e0a2da60a36,skill_da3f4f4edd7a7fae,REQUIRES_SKILL
job_9fa52e0a2da60a36,skill_6450d84327e5a11b,REQUIRES_SKILL
job_9fa52e0a2da60a36,skill_3de4fdbb296b1218,REQUIRES_SKILL
job_7c734d8dbd7cefc0,skill_1bfae9aa0f35ef85,REQUIRES_SKILL
job_7c734d8dbd7cefc0,skill_34c7ff3ecac455d9,REQUIRES_SKILL
job_7c734d8dbd7cefc0,skill_666b7971e5ae83be,REQUIRES_SKILL
job_7c734d8dbd7cefc0,skill_30f0b34aae19adbb,REQUIRES_SKILL
job_7c734d8dbd7cefc0,skill_9741b8c6ad1ada56,REQUIRES_SKILL
job_7c734d8dbd7cefc0,skill_21f4daf2e06e6213,REQUIRES_SKILL
job_a30ef424ca18342c,skill_4bf165f847628e14,REQUIRES_SKILL
job_a30ef424ca18342c,skill_c4da999787c09768,REQUIRES_SKILL
job_a30ef424ca18342c,skill_b82f087520ec550a,REQUIRES_SKILL
job_a30ef424ca18342c,skill_ceae1cbc2ea900e8,REQUIRES_SKILL
job_a30ef424ca18342c,skill_11ae238102e52031,REQUIRES_SKILL
job_a30ef424ca18342c,skill_de2299e31c5d6941,REQUIRES_SKILL
job_a30ef424ca18342c,skill_e94d64551c760e1d,REQUIRES_SKILL
job_a30ef424ca18342c,skill_96bd7f47d004c9df,REQUIRES_SKILL
job_a30ef424ca18342c,skill_c2633999924e535a,REQUIRES_SKILL
job_a30ef424ca18342c,skill_9c0c6778053929e2,REQUIRES_SKILL
job_a30ef424ca18342c,skill_10954825cf7b56ad,REQUIRES_SKILL
job_a30ef424ca18342c,skill_01249a11ce98b836,REQUIRES_SKILL
job_026f1ca8b5d14b87,skill_b8ec712dc0a78e9b,REQUIRES_SKILL
job_026f1ca8b5d14b87,skill_2fb50caea08d2ab8,REQUIRES_SKILL
job_026f1ca8b5d14b87,skill_b10f39c13b5f9af5,REQUIRES_SKILL
job_026f1ca8b5d14b87,skill_91dd748e27516c02,REQUIRES_SKILL
job_026f1ca8b5d14b87,skill_bf8bb9651a09d0fb,REQUIRES_SKILL
job_026f1ca8b5d14b87,skill_458f41d9c91ed589,REQUIRES_SKILL
job_026f1ca8b5d14b87,skill_43c3f2dc1b00ba73,REQUIRES_SKILL
job_2eeb8e13a8e39941,skill_850ede946229ee4a,REQUIRES_SKILL
job_2eeb8e13a8e39941,skill_b56e1914912804d3,REQUIRES_SKILL
job_2eeb8e13a8e39941,skill_27bdd9b2d66c769b,REQUIRES_SKILL
job_2eeb8e13a8e39941,skill_43003db6aef74879,REQUIRES_SKILL
job_2eeb8e13a8e39941,skill_cab65005ab0c727f,REQUIRES_SKILL
job_2eeb8e13a8e39941,skill_b6cccfd7a88d506a,REQUIRES_SKILL
job_2eeb8e13a8e39941,skill_87a89dca72cc1731,REQUIRES_SKILL
job_2eeb8e13a8e39941,skill_802b410590b15cd0,REQUIRES_SKILL
job_2eeb8e13a8e39941,skill_cd933a0e921afb29,REQUIRES_SKILL
job_2eeb8e13a8e39941,skill_c2aa2daff778b27b,REQUIRES_SKILL
job_b04f2101dd1ddb9e,skill_92309ba999167242,REQUIRES_SKILL
job_b04f2101dd1ddb9e,skill_24b2b37a7c7f33ed,REQUIRES_SKILL
job_b04f2101dd1ddb9e,skill_c94366429efea1e0,REQUIRES_SKILL
job_b04f2101dd1ddb9e,skill_984de5bf46edd4f2,REQUIRES_SKILL
job_830cb212a6df619f,skill_c1d81af5835844b4,REQUIRES_SKILL
job_830cb212a6df619f,skill_5be8fca867cdc288,REQUIRES_SKILL
job_830cb212a6df619f,skill_fea137f52a14c75c,REQUIRES_SKILL
job_830cb212a6df619f,skill_76d25c5f859c4dae,REQUIRES_SKILL
job_830cb212a6df619f,skill_94aa280634482a4c,REQUIRES_SKILL
job_830cb212a6df619f,skill_02484b1878190619,REQUIRES_SKILL
job_830cb212a6df619f,skill_ec60332832d3fb4e,REQUIRES_SKILL
job_cfce5a26d8af9321,skill_9afc146a5123d03d,REQUIRES_SKILL
job_cfce5a26d8af9321,skill_a0a4e8783e451e07,REQUIRES_SKILL
job_cfce5a26d8af9321,skill_21c3b79513e7b8d9,REQUIRES_SKILL
job_cfce5a26d8af9321,skill_e8b8d58346e94f58,REQUIRES_SKILL
job_cfce5a26d8af9321,skill_8bd540082f94a815,REQUIRES_SKILL
job_cfce5a26d8af9321,skill_955617b54136c76a,REQUIRES_SKILL
job_cfce5a26d8af9321,skill_c89c228e91a3f53a,REQUIRES_SKILL
job_8fd2e93c20a6cb9c,skill_4bf165f847628e14,REQUIRES_SKILL
job_8fd2e93c20a6cb9c,skill_e448e3d4955ab869,REQUIRES_SKILL
job_8fd2e93c20a6cb9c,skill_b9a635c956f77fde,REQUIRES_SKILL
job_8fd2e93c20a6cb9c,skill_e8702173dd840a8e,REQUIRES_SKILL
job_8fd2e93c20a6cb9c,skill_de2299e31c5d6941,REQUIRES_SKILL
job_8fd2e93c20a6cb9c,skill_5ae5661aec887e03,REQUIRES_SKILL
job_8fd2e93c20a6cb9c,skill_bb679c5aa1c780bb,REQUIRES_SKILL
job_8fd2e93c20a6cb9c,skill_ed2b62eed7fcb297,REQUIRES_SKILL
job_8fd2e93c20a6cb9c,skill_5df3e792e0fb3de0,REQUIRES_SKILL
job_8fd2e93c20a6cb9c,skill_520f9e6ca3c0f1fd,REQUIRES_SKILL
job_03e5f6eca9c9aa3c,skill_bc134e0cfb03e203,REQUIRES_SKILL
job_03e5f6eca9c9aa3c,skill_fa774b153829fe39,REQUIRES_SKILL
job_03e5f6eca9c9aa3c,skill_92824b76f2f1fa34,REQUIRES_SKILL
job_03e5f6eca9c9aa3c,skill_8533821dd6251280,REQUIRES_SKILL
job_03e5f6eca9c9aa3c,skill_fe1f5ed740dc00fc,REQUIRES_SKILL
job_03e5f6eca9c9aa3c,skill_59b2c23d6329548b,REQUIRES_SKILL
job_03e5f6eca9c9aa3c,skill_6077a7d96628049a,REQUIRES_SKILL
